id,case_id,event_type,actor_type,actor_id,reason,metadata_json,timestamp
AUD-e9b19c01,CASE-2495,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 68, ""policy"": ""AUTO""}",2026-08-27T04:16:04.382388
AUD-bea9f054,CASE-2496,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 78, ""policy"": ""HUMAN""}",2026-08-27T18:16:04.382388
AUD-24c0d983,CASE-2497,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 90, ""policy"": ""HUMAN""}",2026-08-27T15:16:04.382388
AUD-6fe0548b,CASE-2498,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 90, ""policy"": ""HUMAN""}",2026-08-28T07:16:04.382388
AUD-79d4ff0b,CASE-2499,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 71, ""policy"": ""AUTO""}",2026-08-26T19:16:04.385065
AUD-e77e937d,CASE-2500,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 67, ""policy"": ""AUTO""}",2026-08-27T13:16:04.385065
AUD-cb5f31a8,CASE-2501,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 76, ""policy"": ""HUMAN""}",2026-08-28T04:16:04.385065
AUD-685b2c1c,CASE-2502,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 66, ""policy"": ""AUTO""}",2026-08-27T11:16:04.385065
AUD-f684a404,CASE-2503,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 56, ""policy"": ""AUTO""}",2026-08-28T09:16:04.385065
AUD-48b62531,CASE-2504,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 75, ""policy"": ""AUTO""}",2026-08-27T20:16:04.386638
AUD-99e9742b,CASE-2505,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 55, ""policy"": ""AUTO""}",2026-08-27T21:16:04.386638
AUD-cc0918d8,CASE-2506,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 78, ""policy"": ""AUTO""}",2026-08-28T02:16:04.387293
AUD-d761cfd1,CASE-2507,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-27T07:16:04.387293
AUD-cca80b7b,CASE-2508,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-27T02:16:04.387293
AUD-ab9a401b,CASE-2509,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 87, ""policy"": ""AUTO""}",2026-08-26T20:16:04.387293
AUD-e298e67c,CASE-2510,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 72, ""policy"": ""AUTO""}",2026-08-27T08:16:04.387293
AUD-04caf001,CASE-2511,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 73, ""policy"": ""AUTO""}",2026-08-27T17:16:04.387293
AUD-989b7cb8,CASE-2512,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 50, ""policy"": ""AUTO""}",2026-08-27T18:16:04.387293
AUD-39a38739,CASE-2513,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 84, ""policy"": ""HUMAN""}",2026-08-27T17:16:04.389417
AUD-10c77140,CASE-2514,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 77, ""policy"": ""AUTO""}",2026-08-27T01:16:04.389953
AUD-d5b6c18b,CASE-2515,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 62, ""policy"": ""AUTO""}",2026-08-27T21:16:04.389953
AUD-2aac5760,CASE-2516,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 74, ""policy"": ""AUTO""}",2026-08-28T07:16:04.389953
AUD-9478ec95,CASE-2517,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 90, ""policy"": ""HUMAN""}",2026-08-26T19:16:04.389953
AUD-2f67f049,CASE-2518,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 76, ""policy"": ""AUTO""}",2026-08-28T04:16:04.389953
AUD-a8acd4d2,CASE-2519,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 57, ""policy"": ""AUTO""}",2026-08-26T16:16:04.389953
AUD-018713bd,CASE-2520,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-28T09:16:04.391967
AUD-5eaf0927,CASE-2521,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 61, ""policy"": ""AUTO""}",2026-08-28T04:16:04.391967
AUD-b2f89cd8,CASE-2522,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-28T12:16:04.391967
AUD-cfba9c4f,CASE-2523,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 63, ""policy"": ""HUMAN""}",2026-08-27T05:16:04.391967
AUD-ef7f7c53,CASE-2524,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 79, ""policy"": ""AUTO""}",2026-08-28T03:16:04.391967
AUD-ad51ee29,CASE-2525,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 67, ""policy"": ""AUTO""}",2026-08-27T06:16:04.391967
AUD-f8ce1d4f,CASE-2526,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 62, ""policy"": ""AUTO""}",2026-08-28T05:16:04.391967
AUD-2396f1c3,CASE-2527,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 74, ""policy"": ""AUTO""}",2026-08-28T10:16:04.391967
AUD-f91668ec,CASE-2528,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 79, ""policy"": ""AUTO""}",2026-08-27T12:16:04.394979
AUD-75e50620,CASE-2529,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 70, ""policy"": ""AUTO""}",2026-08-27T01:16:04.394979
AUD-2a32e12a,CASE-2530,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 66, ""policy"": ""AUTO""}",2026-08-27T13:16:04.394979
AUD-edea81c4,CASE-2531,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 63, ""policy"": ""AUTO""}",2026-08-27T09:16:04.394979
AUD-47e6de57,CASE-2532,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 50, ""policy"": ""AUTO""}",2026-08-28T05:16:04.394979
AUD-3d9ce6fd,CASE-2533,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 65, ""policy"": ""HUMAN""}",2026-08-26T16:16:04.394979
AUD-d827a5cf,CASE-2534,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 88, ""policy"": ""HUMAN""}",2026-08-27T21:16:04.394979
AUD-e3e5984e,CASE-2535,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 81, ""policy"": ""AUTO""}",2026-08-28T09:16:04.397053
AUD-f9c3955a,CASE-2536,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 72, ""policy"": ""AUTO""}",2026-08-27T05:16:04.397053
AUD-98b82adc,CASE-2537,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 70, ""policy"": ""AUTO""}",2026-08-26T14:16:04.397053
AUD-7441d62f,CASE-2538,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 51, ""policy"": ""AUTO""}",2026-08-28T04:16:04.397053
AUD-6cc2166e,CASE-2539,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-27T18:16:04.397053
AUD-3b25f3e9,CASE-2540,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 62, ""policy"": ""HUMAN""}",2026-08-27T14:16:04.397053
AUD-6e41d706,CASE-2541,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 79, ""policy"": ""AUTO""}",2026-08-27T03:16:04.397053
AUD-f26ef4f1,CASE-2542,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 78, ""policy"": ""AUTO""}",2026-08-27T13:16:04.397053
AUD-506474bf,CASE-2543,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 50, ""policy"": ""HUMAN""}",2026-08-28T01:16:04.397053
AUD-11f44714,CASE-2544,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-26T14:16:04.397053
AUD-d1167de6,CASE-2545,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 84, ""policy"": ""AUTO""}",2026-08-26T17:16:04.397053
AUD-fe17b383,CASE-2546,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 85, ""policy"": ""HUMAN""}",2026-08-27T10:16:04.397053
AUD-ce6bcaca,CASE-2547,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 57, ""policy"": ""AUTO""}",2026-08-28T04:16:04.397053
AUD-561e0fe8,CASE-2548,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-28T00:16:04.397053
AUD-cabaaaa8,CASE-2549,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-27T05:16:04.397053
AUD-13f32726,CASE-2550,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 53, ""policy"": ""AUTO""}",2026-08-26T15:16:04.397053
AUD-638d6654,CASE-2551,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 50, ""policy"": ""AUTO""}",2026-08-27T07:16:04.397053
AUD-37640b1b,CASE-2552,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 73, ""policy"": ""AUTO""}",2026-08-26T15:16:04.397053
AUD-e16cdfba,CASE-2553,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-28T08:16:04.402884
AUD-27dbb4c3,CASE-2554,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 54, ""policy"": ""AUTO""}",2026-08-26T14:16:04.403378
AUD-ba28d41a,CASE-2555,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 84, ""policy"": ""AUTO""}",2026-08-27T03:16:04.403378
AUD-b99a5e5d,CASE-2556,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 86, ""policy"": ""AUTO""}",2026-08-28T06:16:04.403378
AUD-b4b39620,CASE-2557,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 79, ""policy"": ""AUTO""}",2026-08-28T01:16:04.403378
AUD-fc87bd68,CASE-2558,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 82, ""policy"": ""HUMAN""}",2026-08-26T22:16:04.404775
AUD-ca403fd2,CASE-2559,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 72, ""policy"": ""HUMAN""}",2026-08-27T10:16:04.404775
AUD-9bd10f2e,CASE-2560,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 70, ""policy"": ""HUMAN""}",2026-08-27T01:16:04.405283
AUD-db382a78,CASE-2561,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 73, ""policy"": ""AUTO""}",2026-08-28T12:16:04.405283
AUD-7367f95d,CASE-2562,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 68, ""policy"": ""AUTO""}",2026-08-28T12:16:04.405901
AUD-fcfc9154,CASE-2563,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 64, ""policy"": ""AUTO""}",2026-08-26T16:16:04.405901
AUD-a6aa3e60,CASE-2564,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-28T10:16:04.405901
AUD-1a704fef,CASE-2565,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 72, ""policy"": ""HUMAN""}",2026-08-27T13:16:04.406499
AUD-eccfb05a,CASE-2566,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 64, ""policy"": ""AUTO""}",2026-08-27T00:16:04.407243
AUD-b414bc71,CASE-2567,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 86, ""policy"": ""HUMAN""}",2026-08-27T16:16:04.407243
AUD-ea490218,CASE-2568,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 61, ""policy"": ""HUMAN""}",2026-08-26T19:16:04.408756
AUD-c6895046,CASE-2569,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-28T09:16:04.408756
AUD-81c5a600,CASE-2570,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 72, ""policy"": ""AUTO""}",2026-08-27T22:16:04.408756
AUD-99287dd9,CASE-2571,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T03:16:04.408756
AUD-d92fde92,CASE-2572,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 70, ""policy"": ""AUTO""}",2026-08-27T04:16:04.408756
AUD-8d222481,CASE-2573,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 59, ""policy"": ""AUTO""}",2026-08-26T22:16:04.408756
AUD-5a6a0831,CASE-2574,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 64, ""policy"": ""AUTO""}",2026-08-28T03:16:04.408756
AUD-b6f06ea6,CASE-2575,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 71, ""policy"": ""AUTO""}",2026-08-26T13:16:04.408756
AUD-da3bdf51,CASE-2576,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-27T11:16:04.410804
AUD-f1604672,CASE-2577,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 58, ""policy"": ""HUMAN""}",2026-08-28T00:16:04.410804
AUD-c354a405,CASE-2578,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 75, ""policy"": ""HUMAN""}",2026-08-26T21:16:04.410804
AUD-221fcb94,CASE-2579,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 65, ""policy"": ""AUTO""}",2026-08-27T16:16:04.410804
AUD-cf57908f,CASE-2580,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 57, ""policy"": ""AUTO""}",2026-08-27T14:16:04.410804
AUD-cd3f88e8,CASE-2581,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 70, ""policy"": ""AUTO""}",2026-08-28T02:16:04.410804
AUD-17ae32f1,CASE-2582,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 89, ""policy"": ""AUTO""}",2026-08-28T10:16:04.410804
AUD-fb137511,CASE-2583,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 62, ""policy"": ""AUTO""}",2026-08-28T07:16:04.410804
AUD-c44f60a0,CASE-2584,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 53, ""policy"": ""AUTO""}",2026-08-28T12:16:04.410804
AUD-325639ca,CASE-2585,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 57, ""policy"": ""AUTO""}",2026-08-28T11:16:04.410804
AUD-e56391da,CASE-2586,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 63, ""policy"": ""AUTO""}",2026-08-27T02:16:04.410804
AUD-91e36d36,CASE-2587,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 85, ""policy"": ""AUTO""}",2026-08-26T16:16:04.410804
AUD-830c8fff,CASE-2588,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 74, ""policy"": ""AUTO""}",2026-08-28T02:16:04.410804
AUD-98dd1897,CASE-2589,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 68, ""policy"": ""AUTO""}",2026-08-27T07:16:04.413926
AUD-ce21a99a,CASE-2590,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 54, ""policy"": ""AUTO""}",2026-08-26T18:16:04.413926
AUD-80711c72,CASE-2591,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 56, ""policy"": ""AUTO""}",2026-08-27T12:16:04.413926
AUD-08ef09e2,CASE-2592,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 74, ""policy"": ""AUTO""}",2026-08-27T05:16:04.413926
AUD-788d16e3,CASE-2593,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 61, ""policy"": ""AUTO""}",2026-08-26T15:16:04.414937
AUD-e00e9005,CASE-2594,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 52, ""policy"": ""AUTO""}",2026-08-27T05:16:04.414937
AUD-874645d1,CASE-2595,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹8,500.00","{""amount_at_risk"": 8500.0, ""score"": 60, ""policy"": ""HUMAN""}",2026-08-27T14:16:04.414937
AUD-3aff6a27,CASE-2596,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T19:16:04.414937
AUD-ddfe8538,CASE-2597,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹1,200.00","{""amount_at_risk"": 1200.0, ""score"": 90, ""policy"": ""AUTO""}",2026-08-27T01:16:04.416002
AUD-6ca836b3,CASE-2598,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹4,800.00","{""amount_at_risk"": 4800.0, ""score"": 64, ""policy"": ""AUTO""}",2026-08-26T18:16:04.416002
AUD-7c917286,CASE-2599,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 55, ""policy"": ""AUTO""}",2026-08-27T21:16:04.416002
AUD-2112c65b,CASE-2600,CASE_CREATED,SYSTEM,SYSTEM,"Case initialized for CHECKOUT_ABANDONMENT amount ₹2,999.00","{""amount_at_risk"": 2999.0, ""score"": 77, ""policy"": ""AUTO""}",2026-08-27T02:16:04.416002
