id,case_id,status,ai_recommendation,reason,created_at
APP-4820d867,CASE-2365,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.055408
APP-ead26119,CASE-2366,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.055408
APP-dca54ed2,CASE-2367,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.055408
APP-c794514e,CASE-2368,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.065175
APP-ff3a733e,CASE-2369,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.065175
APP-03018c09,CASE-2370,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.065175
APP-2db6db4c,CASE-2374,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.065175
APP-cbfdb84a,CASE-2376,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.065175
APP-79bfa935,CASE-2378,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.065175
APP-ed7de5f4,CASE-2379,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.065175
APP-98d16a39,CASE-2380,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.065175
APP-a653882c,CASE-2381,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.066571
APP-0de13a6f,CASE-2382,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.066571
APP-e831cf4a,CASE-2383,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.066571
APP-c641f514,CASE-2385,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T17:16:04.066571
APP-70e1d55f,CASE-2386,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.066571
APP-5b3c748f,CASE-2387,PENDING,"Recommend RETRY delay 30m. Amount ₹1,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.066571
APP-c68a03cb,CASE-2388,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.066571
APP-51b71075,CASE-2389,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.066571
APP-a7a9036a,CASE-2390,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.066571
APP-fa2fb284,CASE-2391,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.066571
APP-eb131c74,CASE-2392,PENDING,"Recommend RETRY delay 30m. Amount ₹3,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.066571
APP-db637e5b,CASE-2393,PENDING,"Recommend RETRY delay 30m. Amount ₹7,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.066571
APP-29e112d5,CASE-2394,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.066571
APP-6d545e13,CASE-2397,PENDING,"Recommend RETRY delay 30m. Amount ₹2,181.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.066571
APP-13f0c9cb,CASE-2398,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.068385
APP-dcf136ec,CASE-2399,PENDING,"Recommend RETRY delay 30m. Amount ₹11,682.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.068385
APP-1021b9c4,CASE-2403,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.068927
APP-2fd17b3a,CASE-2405,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.068927
APP-536b5e8e,CASE-2408,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.068927
APP-faca2fd1,CASE-2410,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.068927
APP-83cc8ef4,CASE-2413,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.069938
APP-20816913,CASE-2414,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.069938
APP-ae9ddb6b,CASE-2418,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.072015
APP-09a28646,CASE-2423,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.072015
APP-9a733577,CASE-2424,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.072015
APP-522d775d,CASE-2433,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.075035
APP-5c4992ed,CASE-2437,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.077129
APP-b8a9e0c4,CASE-2440,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.077129
APP-cc714187,CASE-2441,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.077129
APP-0bd3ed69,CASE-2445,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.079134
APP-ee2c8bb8,CASE-2447,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.079134
APP-bb0fbcce,CASE-2449,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.079134
APP-d73c514a,CASE-2453,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.079134
APP-12d3ceca,CASE-2455,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.079134
APP-9b51d18c,CASE-2466,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T07:16:04.081145
APP-3360b0e8,CASE-2467,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T20:16:04.081145
APP-751dc89d,CASE-2476,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.081145
APP-eead9f0e,CASE-2479,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.083152
APP-12c384d1,CASE-2480,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T03:16:04.083152
APP-d8348088,CASE-2481,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.083152
APP-df5b034f,CASE-2482,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.083152
APP-bcd338da,CASE-2484,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.083152
APP-70fe03d8,CASE-2485,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.083152
APP-8c401e1d,CASE-2488,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.084160
APP-805781b6,CASE-2494,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.085166
APP-2a3a1a3c,CASE-2496,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.085166
APP-beaa8a8c,CASE-2497,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.085166
APP-d0858dfa,CASE-2498,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.085166
APP-d0379ae2,CASE-2501,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.086554
APP-5e5d8850,CASE-2513,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.086554
APP-be5a2ed1,CASE-2517,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.089060
APP-615741a8,CASE-2520,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.089060
APP-5a8362ec,CASE-2522,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.089060
APP-f9f9f5ce,CASE-2523,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T05:16:04.089060
APP-3ab229c0,CASE-2533,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T16:16:04.091096
APP-ba7f13a6,CASE-2534,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.091096
APP-51f287c9,CASE-2540,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.093106
APP-9ae1986d,CASE-2543,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.093106
APP-6ab3cd24,CASE-2546,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.093106
APP-ad09b5e3,CASE-2558,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.095114
APP-695a51e1,CASE-2559,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.095114
APP-a298f0bd,CASE-2560,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.095114
APP-6ad7fb81,CASE-2565,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T13:16:04.097232
APP-ac38b604,CASE-2567,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.097232
APP-35cfc692,CASE-2568,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.097232
APP-f7bc0101,CASE-2577,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.100266
APP-91d9bb7b,CASE-2578,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.100266
APP-5d26322d,CASE-2595,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T14:16:04.100266
APP-0ee065f5,CASE-2609,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.103769
APP-5ce31404,CASE-2612,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T11:16:04.103769
APP-03f3e454,CASE-2616,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T08:16:04.105293
APP-7224693b,CASE-2617,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T09:16:04.105293
APP-b8ae3e2b,CASE-2619,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.105293
APP-1a23a437,CASE-2623,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.106484
APP-e76ec1e8,CASE-2624,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.106484
APP-06a8be4f,CASE-2627,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.106484
APP-631167fa,CASE-2629,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.106484
APP-dde8f864,CASE-2630,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.106484
APP-b44f75fb,CASE-2637,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T06:16:04.106484
APP-a6381d58,CASE-2642,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.108495
APP-371e225c,CASE-2644,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T10:16:04.108495
APP-106d793a,CASE-2645,PENDING,"Recommend REMIND delay 30m. Amount ₹8,182.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T20:16:04.108495
APP-409375c6,CASE-2650,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T15:16:04.108495
APP-d0ff5bf3,CASE-2651,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.108495
APP-715cfea3,CASE-2652,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.108495
APP-b138206b,CASE-2653,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.108495
APP-eb3e46c8,CASE-2654,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.108495
APP-b99846dd,CASE-2655,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.108495
APP-a31e2991,CASE-2656,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.108495
APP-4c0180e9,CASE-2657,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.108495
APP-9f9e33f1,CASE-2658,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T07:16:04.108495
APP-12301aed,CASE-2659,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.108495
APP-a09b2536,CASE-2660,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.108495
APP-55973a88,CASE-2661,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.108495
APP-a6f44f2f,CASE-2662,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.108495
APP-ab65db74,CASE-2664,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.108495
APP-c3e6a751,CASE-2665,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T19:16:04.108495
APP-4e623053,CASE-2666,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.108495
APP-3ea84444,CASE-2667,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T02:16:04.108495
APP-7e51237a,CASE-2668,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T15:16:04.108495
APP-623ba0bc,CASE-2669,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T17:16:04.108495
APP-8830d1bd,CASE-2670,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T11:16:04.108495
APP-1f656906,CASE-2671,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T09:16:04.108495
APP-7d38a4dd,CASE-2672,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.108495
APP-86684ec5,CASE-2673,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T00:16:04.108495
APP-6ecb6229,CASE-2675,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.108495
APP-e534a609,CASE-2676,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T21:16:04.108495
APP-6a6ba0e7,CASE-2677,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.108495
APP-e693fe5d,CASE-2678,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T08:16:04.108495
APP-8d8daeaf,CASE-2679,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T02:16:04.108495
APP-04c99164,CASE-2680,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T06:16:04.108495
APP-837b5493,CASE-2681,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T19:16:04.108495
APP-b7dc1348,CASE-2682,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-26T23:16:04.108495
APP-3416c704,CASE-2683,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.108495
APP-f060178e,CASE-2684,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.108495
APP-c53fbfcb,CASE-2685,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T18:16:04.108495
APP-e866615d,CASE-2687,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T01:16:04.108495
APP-1989f317,CASE-2688,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T22:16:04.108495
APP-4698598c,CASE-2689,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.114846
APP-8b734b4c,CASE-2690,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T03:16:04.114846
APP-0bbc8ace,CASE-2691,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.115460
APP-5c369157,CASE-2692,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T00:16:04.115460
APP-218d6236,CASE-2693,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T12:16:04.115460
APP-743b5722,CASE-2694,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T01:16:04.115460
APP-85ce6690,CASE-2695,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T18:16:04.115460
APP-cbbf4a4b,CASE-2696,PENDING,Recommend RETRY delay 30m. Amount ₹681.23 exceeds threshold.,Policy requires human sign-off for high value or medium risk cases.,2026-08-27T16:16:04.115460
APP-c782d9f2,CASE-2697,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T23:16:04.115460
APP-7acb257a,CASE-2698,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T12:16:04.115460
APP-548f37ed,CASE-2699,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.115460
APP-5b62ef1a,CASE-2700,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-26T14:16:04.115460
APP-4209c6a2,CASE-2701,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T04:16:04.115460
APP-cb17c8c4,CASE-2702,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T04:16:04.115460
APP-ddef2ce9,CASE-2703,PENDING,"Recommend RETRY delay 30m. Amount ₹8,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T22:16:04.115460
APP-a6b45b38,CASE-2704,PENDING,"Recommend RETRY delay 30m. Amount ₹1,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-27T21:16:04.115460
APP-041a3a07,CASE-2705,PENDING,"Recommend RETRY delay 30m. Amount ₹4,681.23 exceeds threshold.",Policy requires human sign-off for high value or medium risk cases.,2026-08-28T10:16:04.115460
